18:34:46.522 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
18:35:20.865 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.AppContext]"  time=24ms
18:35:20.874 |V| DelayedInitializationStrategy | :1                 | Dispatch: queue is empty, not scheduling next execution.
18:35:20.885 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Collections]"  time=20ms
18:35:20.886 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Collections.Concurrent]"  time=20ms
18:35:20.895 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[nunit.framework]"  time=54ms
18:35:20.924 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.ComponentModel.TypeConverter]"  time=27ms
18:35:20.957 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[netstandard]"  time=116ms
18:35:20.959 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Data]"  time=33ms
18:35:20.982 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Core]"  time=58ms
18:35:20.992 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Diagnostics.StackTrace]"  time=31ms
18:35:21.025 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Dynamic.Runtime]"  time=28ms
18:35:21.026 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Drawing]"  time=43ms
18:35:21.026 |V| PackageManager                | :1                 | <Start> "GetPackages" 
18:35:21.027 |V| PackageManager                | :1                 | Getting packages from packages-lock.json
18:35:21.035 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Drawing.Primitives]"  time=42ms
18:35:21.038 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Dynamic.Runtime]"  time=43ms
18:35:21.051 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System]"  time=69ms
18:35:21.074 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.IO]"  time=20ms
18:35:21.075 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Globalization]"  time=47ms
18:35:21.076 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.IO]"  time=25ms
18:35:21.077 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.IO.Compression.ZipFile]"  time=38ms
18:35:21.088 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.IO.FileSystem]"  time=34ms
18:35:21.102 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.IO.IsolatedStorage]"  time=24ms
18:35:21.104 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.IO.FileSystem.Primitives]"  time=28ms
18:35:21.130 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Linq]"  time=37ms
18:35:21.130 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Linq.Queryable]"  time=22ms
18:35:21.131 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Linq.Parallel]"  time=28ms
18:35:21.132 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Linq.Expressions]"  time=29ms
18:35:21.143 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Linq.Queryable]"  time=38ms
18:35:21.159 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Net.Ping]"  time=26ms
18:35:21.182 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Net.WebSockets.Client]"  time=22ms
18:35:21.183 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Net.Sockets]"  time=26ms
18:35:21.185 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Net.Security]"  time=38ms
18:35:21.194 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Net.WebSockets.Client]"  time=35ms
18:35:21.194 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Net.WebSockets]"  time=34ms
18:35:21.198 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Net.WebHeaderCollection]"  time=41ms
18:35:21.208 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Numerics.Vectors]"  time=23ms
18:35:21.236 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Runtime.CompilerServices.VisualC]"  time=23ms
18:35:21.237 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Runtime.CompilerServices.VisualC]"  time=24ms
18:35:21.248 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Resources.Reader]"  time=38ms
18:35:21.249 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Resources.Writer]"  time=37ms
18:35:21.252 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Resources.ResourceManager]"  time=41ms
18:35:21.264 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Runtime]"  time=28ms
18:35:21.265 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Runtime.Extensions]"  time=27ms
18:35:21.289 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Runtime.InteropServices.WindowsRuntime]"  time=23ms
18:35:21.289 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Runtime.Serialization]"  time=21ms
18:35:21.289 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Runtime.Serialization.Formatters]"  time=21ms
18:35:21.301 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Runtime.Numerics]"  time=35ms
18:35:21.312 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Runtime.Serialization.Primitives]"  time=23ms
18:35:21.315 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Security.Cryptography.Algorithms]"  time=25ms
18:35:21.338 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Runtime.Serialization.Xml]"  time=49ms
18:35:21.339 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Security.Cryptography.X509Certificates]"  time=26ms
18:35:21.339 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Security.SecureString]"  time=23ms
18:35:21.350 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Security.Principal]"  time=35ms
18:35:21.363 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Text.Encoding.Extensions]"  time=23ms
18:35:21.388 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Text.RegularExpressions]"  time=47ms
18:35:21.389 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Threading.Timer]"  time=22ms
18:35:21.397 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[System.Threading.Overlapped]"  time=45ms
18:35:21.398 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Threading.Thread]"  time=34ms
18:35:21.398 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Threading.ThreadPool]"  time=33ms
18:35:21.400 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Transactions]"  time=33ms
18:35:21.436 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Xml.XDocument]"  time=23ms
18:35:21.436 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[System.Xml.Serialization]"  time=23ms
18:35:21.436 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[System.Xml.XmlDocument]"  time=23ms
18:35:21.447 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[System.Xml]"  time=48ms
18:35:21.447 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[System.Xml.ReaderWriter]"  time=36ms
18:35:21.458 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[System.Xml.XPath]"  time=20ms
18:35:21.490 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[UnityEditor]"  time=32ms
18:35:21.506 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEditor.GraphViewModule]"  time=28ms
18:35:21.521 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[UnityEditor.AppleTV.Extensions]"  time=71ms
18:35:21.521 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[UnityEditor.Android.Extensions]"  time=72ms
18:35:21.536 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEditor.iOS.Extensions.Common]"  time=28ms
18:35:21.537 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[UnityEditor.Graphs]"  time=58ms
18:35:21.561 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[UnityEditor.UIElementsSamplesModule]"  time=23ms
18:35:21.562 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[UnityEditor.SceneTemplateModule]"  time=26ms
18:35:21.562 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[UnityEditor.UIServiceModule]"  time=24ms
18:35:21.562 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[UnityEditor.PackageManagerUIModule]"  time=25ms
18:35:21.587 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEditor.UIElementsModule]"  time=51ms
18:35:21.592 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[UnityEngine.AIModule]"  time=27ms
18:35:21.615 |V| SettingsLogging               | :44                | SettingsChangeDispatch: done dispatching 1 unique requests in 1,075 ms.
18:35:21.616 |V| SettingsLogging               | :44                | SettingsChangeDispatch: now dispatching 0 unique requests.
18:35:21.616 |V| SettingsLogging               | :44                | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
18:35:21.642 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEngine.GameCenterModule]"  time=25ms
18:35:21.643 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[UnityEngine]"  time=33ms
18:35:21.646 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[UnityEngine]"  time=37ms
18:35:21.667 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEngine.GridModule]"  time=20ms
18:35:21.680 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[UnityEngine.CoreModule]"  time=73ms
18:35:21.681 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[UnityEngine.CoreModule]"  time=73ms
18:35:21.700 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[UnityEngine.ImageConversionModule]"  time=21ms
18:35:21.726 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[UnityEngine.SpriteShapeModule]"  time=25ms
18:35:21.727 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[UnityEngine.SubstanceModule]"  time=25ms
18:35:21.727 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEngine.SubstanceModule]"  time=25ms
18:35:21.785 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\System.dll
18:35:21.785 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\System.exe
18:35:21.785 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\System.winmd
18:35:21.787 |V| PackageManager                | :1                 | <Finish> "GetPackages"  report=[52 packages] time=761ms
18:35:21.787 |V| PackageManager                | :1                 | <Start> "UpdatePackages" 
18:35:21.816 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[log4net]"  time=59ms
18:35:21.817 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[Melanchall.DryWetMidi]"  time=53ms
18:35:21.834 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\PackageCache\com.unity.2d.animation@5.0.9
18:35:21.835 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[Unity.Plastic.Newtonsoft.Json]"  time=50ms
18:35:21.835 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[UnityEngine.UIElementsModule]"  time=105ms
18:35:21.837 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[UnityEngine.UIElementsModule]"  time=106ms
18:35:21.868 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[UnityEditor.CoreModule]"  time=419ms
18:35:21.878 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[UnityEditor.UI]"  time=27ms
18:35:21.878 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[PsdPlugin]"  time=27ms
18:35:21.880 |V| AssemblyInfoDatabase          | JetPool(S) #3:15   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\Plugins\Plugins\Editor\JetBrains.RiderFlow\UnityEditor.dll
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #3:15   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\Plugins\Plugins\Editor\JetBrains.RiderFlow\UnityEditor.exe
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #3:15   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\Plugins\Plugins\Editor\JetBrains.RiderFlow\UnityEditor.winmd
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.CoreModule.dll
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.CoreModule.exe
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.CoreModule.winmd
18:35:21.881 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[com.unity.cinemachine.editor]"  time=30ms
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.IMGUIModule.dll
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.IMGUIModule.exe
18:35:21.881 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.IMGUIModule.winmd
18:35:21.882 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.UIModule.dll
18:35:21.882 |V| AssemblyInfoDatabase          | JetPool(S) #1:13   | Failed to fetch assembly name and id from C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\ScriptAssemblies\UnityEngine.UIModule.exe
